id,created_at,updated_at,station_id,obs_datetime,temperature,relative_humidity,wind_speed,wind_direction,pressure,rainfall
1,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-01T12:00:00+00:00,27.0,30.0,2.06,,,0.0
2,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-02T12:00:00+00:00,27.25,25.0,2.06,,,0.0
3,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-03T12:00:00+00:00,28.25,20.0,3.09,,,0.0
4,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-04T12:00:00+00:00,28.05,29.0,2.06,,,0.0
5,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-05T12:00:00+00:00,27.35,22.0,1.54,,,0.0
6,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-06T12:00:00+00:00,27.75,34.0,2.06,,,0.0
7,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-07T12:00:00+00:00,28.950000000000003,23.0,3.09,,,0.0
8,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-08T12:00:00+00:00,28.55,35.0,2.06,,,0.0
9,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-09T12:00:00+00:00,28.3,20.0,2.06,,,0.0
10,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-10T12:00:00+00:00,27.5,32.0,1.03,,,0.0
11,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-11T12:00:00+00:00,29.25,23.0,2.06,,,4.0
12,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-12T12:00:00+00:00,29.25,20.0,2.57,,,0.0
13,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-13T12:00:00+00:00,28.75,19.0,3.6,,,0.0
14,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-14T12:00:00+00:00,28.75,19.0,2.06,,,0.0
15,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-15T12:00:00+00:00,26.7,18.0,2.57,,,0.0
16,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-16T12:00:00+00:00,28.1,21.0,2.06,,,0.0
17,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-17T12:00:00+00:00,27.5,23.0,2.57,,,0.0
18,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-18T12:00:00+00:00,27.0,22.0,3.09,,,0.0
19,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-19T12:00:00+00:00,27.05,24.0,1.54,,,0.0
20,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-20T12:00:00+00:00,28.5,19.0,1.54,,,0.0
21,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-21T12:00:00+00:00,27.85,17.0,2.06,,,0.0
22,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-22T12:00:00+00:00,28.65,17.0,2.57,,,0.0
23,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-23T12:00:00+00:00,27.35,17.0,3.6,,,0.0
24,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-24T12:00:00+00:00,27.150000000000002,15.0,3.09,,,0.0
25,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-25T12:00:00+00:00,27.3,22.0,4.12,,,0.0
26,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-26T12:00:00+00:00,27.25,24.0,2.57,,,0.0
27,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-27T12:00:00+00:00,25.3,27.0,3.09,,,0.0
28,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-28T12:00:00+00:00,26.1,26.0,3.6,,,0.0
29,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-29T12:00:00+00:00,26.25,23.0,2.06,,,0.0
30,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-30T12:00:00+00:00,27.7,22.0,2.57,,,0.0
31,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-01-31T12:00:00+00:00,27.75,23.0,2.57,,,0.0
32,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-01T12:00:00+00:00,28.7,27.0,2.57,,,0.0
33,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-02T12:00:00+00:00,28.0,29.0,3.6,,,0.0
34,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-03T12:00:00+00:00,27.200000000000003,27.0,3.09,,,0.0
35,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-04T12:00:00+00:00,26.6,22.0,3.6,,,0.0
36,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-05T12:00:00+00:00,26.75,21.0,4.12,,,0.0
37,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-06T12:00:00+00:00,26.55,21.0,4.12,,,0.0
38,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-07T12:00:00+00:00,26.45,27.0,3.09,,,0.0
39,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-08T12:00:00+00:00,27.3,28.0,2.57,,,0.0
40,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-09T12:00:00+00:00,28.3,26.0,2.57,,,0.0
41,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-10T12:00:00+00:00,29.0,29.0,2.06,,,0.0
42,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-11T12:00:00+00:00,29.1,38.0,1.54,,,0.0
43,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-12T12:00:00+00:00,29.45,32.0,2.06,,,0.0
44,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-13T12:00:00+00:00,30.4,28.0,1.54,,,0.0
45,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-14T12:00:00+00:00,30.15,32.0,2.06,,,0.0
46,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-15T12:00:00+00:00,29.0,41.0,3.09,,,0.0
47,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-16T12:00:00+00:00,30.2,27.0,2.57,,,0.0
48,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-17T12:00:00+00:00,30.2,22.0,3.09,,,0.0
49,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-18T12:00:00+00:00,29.900000000000002,30.0,1.03,,,0.0
50,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-19T12:00:00+00:00,30.7,23.0,2.06,,,0.0
51,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-20T12:00:00+00:00,29.75,30.0,2.06,,,0.0
52,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-21T12:00:00+00:00,28.65,40.0,2.06,,,0.0
53,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-22T12:00:00+00:00,29.3,32.0,2.57,,,0.0
54,2026-01-07 18:15:37,2026-01-07 18:15:37,37,2024-02-23T12:00:00+00:00,29.3,33.0,1.54,,,0.0
